cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
25271.740553754, 25274.240633716,25274.289326483, 25282.66547834,25282.114371256, 25290.381508856,25290.430134544, 25294.238389633,25294.287346573, 25296.298880679,25296.345638006, 25296.726557752,25296.772852528, 25302.514728115,25302.563223519, 25307.394300525,25307.441400915, 25311.400451046,25311.447801424, 25311.721188749,25311.768361940, 25316.67473087,25316.116656850, 25320.950294895,25320.998473963, 25326.683583477,25326.731942390, 25339.869863697,25339.919580292, 25341.461823136
26560.690312638, 26563.240777151,26563.289250863, 26567.91321423,26567.138792095, 26574.700375262,26574.748315877, 26578.569632078,26578.617320397, 26580.626152305,26580.672455548, 26581.55422293,26581.101985012, 26587.18423201,26587.66112989, 26591.925507050,26591.980472870, 26595.930178965,26595.978000868, 26596.255573038,26596.303743441, 26600.605216574,26600.654086661, 26605.464333641,26605.511766881, 26611.202380564,26611.250966316, 26624.514429275,26624.562711417, 26626.77416297
27811.976575792, 27814.500190108,27814.548965292, 27818.350768173,27818.398456378, 27825.953520105,27826.1825707, 27829.826258177,27829.874143514, 27831.884189523,27831.931153170, 27832.313091034,27832.359419504, 27838.155746585,27838.203872959, 27843.68400857,27843.115727968, 27847.50531747,27847.96810761, 27847.377619960,27847.424470852, 27851.708754238,27851.757198247, 27856.596189934,27856.642885860, 27862.342467597,27862.391662023, 27875.544180138,27875.593425943, 27877.93013201
29062.183606870, 29064.637842542,29064.684500312, 29068.465746190,29068.513790670, 29076.59911202,29076.108266387, 29079.934487600,29079.983055030, 29081.997040251,29082.45525194, 29082.427366057,29082.473975076, 29088.265914899,29088.314603081, 29093.166957268,29093.214509932, 29097.149114801,29097.196232281, 29097.476312136,29097.524620440, 29101.822273179,29101.869623801, 29106.673785957,29106.721137992, 29112.855679395,29112.903938209, 29126.153195635,29126.202575576, 29127.686475845
30315.454132390, 30318.31543510,30318.79972733, 30321.873632549,30321.921585897, 30329.466075403,30329.514245532, 30333.329701243,30333.382123392, 30335.374374809,30335.421344729, 30335.804926292,30335.852263207, 30341.651494217,30341.698985083, 30346.632965253,30346.679801008, 30350.612523770,30350.660406688, 30350.937023333,30350.984459409, 30355.257026170,30355.305259756, 30360.122227964,30360.170755520, 30365.857710872,30365.906174166, 30379.243442279,30379.291319547, 30380.794923081
31567.355749266, 31569.847402005,31569.897296142, 31573.699036562,31573.746588043, 31581.438133586,31581.486622898, 31585.304636257,31585.352505749, 31587.351838526,31587.399104867, 31587.780189416,31587.826526481, 31593.608197490,31593.656736483, 31598.525182290,31598.571876448, 31602.506652218,31602.553713202, 31602.831088027,31602.879074431, 31607.142805665,31607.191544866, 31612.9430402,31612.57648929, 31617.754533324,31617.802066390, 31638.994056955,31639.43762899, 31640.507208487
32827.88988817, 32829.550065143,32829.598787184, 32833.402266633,32833.449657619, 32840.998994317,32841.47648019, 32844.875920507,32844.924815203, 32846.933777251,32846.980954368, 32847.369984972,32847.416371316, 32879.858014680,32879.906952855, 32884.785732583,32884.833422240, 32888.768729080,32888.815223620, 32889.89636949,32889.136483369, 32893.426281900,32893.475694775, 32898.267263119,32898.313956373, 32904.317702,32904.61141475, 32917.360513214,32917.409923724, 32918.885650957
34105.102229206, 34107.705507648,34107.769542840, 34111.569262429,34111.617680313, 34119.163657196,34119.211423644, 34123.90874426,34123.139808236, 34125.127344222,34125.173659745, 34125.554367299,34125.602004475, 34131.393998247,34131.442245499, 34136.435061582,34136.482147388, 34140.409918230,34140.456486592, 34140.737520039,34140.782791749, 34145.52682300,34145.101064476, 34149.930023525,34149.977533469, 34155.666900799,34155.714240915, 34180.77453248,34180.126229235, 34181.621193187
35367.442374866, 35369.929405919,35369.977346958, 35373.780513408,35373.828224881, 35381.377053972,35381.424532574, 35386.889293021,35386.937318648, 35388.952419214,35388.999038962, 35389.381053691,35389.427515386, 35395.223968482,35395.272679607, 35400.143037291,35400.189974955, 35404.147941981,35404.194878337, 35404.474890771,35404.521971134, 35408.810711644,35408.860259715, 35413.681529798,35413.728325863, 35419.506504653,35419.554033748, 35434.123456259,35434.171793505, 35435.655142379
36627.836966040, 36630.306729679,36630.355018885, 36634.162662275,36634.211586127, 36641.750540962,36641.798432972, 36645.633934033,36645.682251761, 36647.682565155,36647.737877360, 36648.118447805,36648.164970972, 36654.28449280,36654.78772704, 36658.930855965,36658.978645724, 36662.923773525,36662.970915031, 36663.246697497,36663.294289665, 36667.561536456,36667.616255988, 36672.451386571,36672.501813612, 36678.199409635,36678.254889710, 36691.542185743,36691.588759664, 36693.141228413
37879.68658847, 37881.511621433,37881.559501561, 37885.354839022,37885.402840756, 37892.946589227,37892.995518445, 37896.855290930,37896.903592563, 37898.924307038,37898.972887190, 37899.354400132,37899.401758173, 37905.190442577,37905.238035665, 37910.130562173,37910.177301443, 37914.328170690,37914.528034176, 37914.805059451,37914.852626768, 37919.137359941,37919.185461352, 37924.1369605,37924.53424712, 37929.743004974,37929.795413540, 37943.40723841,37943.87587619, 37944.592662765
39179.725811611, 39182.218155786,39182.264049560, 39186.68815094,39186.116465991, 39193.666665305,39193.714498387, 39197.532757889,39197.580258868, 39199.590739793,39199.637503837, 39200.20211750,39200.65985258, 39205.871808346,39205.919572428, 39210.811165352,39210.858351203, 39214.869419730,39214.915405351, 39215.193639271,39215.239808219, 39219.551878572,39219.599067476, 39224.402665612,39224.450289828, 39230.160778772,39230.207476727, 39243.579247505,39243.628208070, 39245.123968810
