cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
179520.778777186, 179523.997126501,179524.46258656, 179648.938623160,179648.985186534, 179665.746465096,179665.795298333, 179675.685181406,179675.733830897, 179682.399369946,179682.448630218, 179688.555849356,179688.603907850, 179702.510537000,179702.558334265, 179715.48628907,179715.106778184, 179728.614397080,179728.661764541, 179729.556402923,179729.603008023, 179738.652383937,179738.700692084, 179749.37185947,179749.86871825, 179758.63987126,179758.111344062, 179813.230992725,179813.282977345, 179839.659174493
179839.712286196, 179842.906309088,179842.955419213, 179967.734967473,179967.779573330, 179984.881140399,179984.929907757, 179994.892719702,179994.941679062, 180001.618473701,180001.666641452, 180007.777053769,180007.824453582, 180021.798570771,180021.846110287, 180034.346471443,180034.394341994, 180047.630056742,180047.676521955, 180048.554413756,180048.601526916, 180057.653222039,180057.701728068, 180068.95663963,180068.140581477, 180077.54469035,180077.99705423, 180132.303819393,180132.357164478, 180158.592336545
180158.645036091, 180161.841326808,180161.891062646, 180286.771752571,180286.818243676, 180303.686059811,180303.732392230, 180313.782223731,180313.831799357, 180320.503717315,180320.563361710, 180326.667200560,180326.743645365, 180340.648367049,180340.695564294, 180353.195066014,180353.242253062, 180366.599520096,180366.646613169, 180367.529565423,180367.577955031, 180376.647999570,180376.696308243, 180387.38559105,180387.86844038, 180395.945088787,180395.990358797, 180451.184610352,180451.236913704, 180477.636956286
180477.691177474, 180480.947823786,180480.997224600, 180605.961447922,180606.7583654, 180622.791949708,180622.842321164, 180632.770290274,180632.819123450, 180639.517299221,180639.565353371, 180645.673056707,180645.720408455, 180659.627764267,180659.672560626, 180672.170896927,180672.219059168, 180685.474248812,180685.521388868, 180686.438809267,180686.486482252, 180695.559647970,180695.608518426, 180705.974808785,180706.21936086, 180715.73259157,180715.121539123, 180770.363421012,180770.414730507, 180796.748575951
180796.802163954, 180800.41363225,180800.91303156, 180926.123875550,180926.170429963, 180942.898104422,180942.947259910, 180953.169032381,180953.217984264, 180959.892396923,180959.941894212, 180966.2964501,180966.50943800, 180979.957095903,180980.4600124, 180992.502789114,180992.550712108, 181005.937035200,181005.986938594, 181006.869641897,181006.917053381, 181015.999386206,181016.47912713, 181026.479469018,181026.528911095, 181035.444618881,181035.492479594, 181090.686221104,181090.739338245, 181117.117555516
181117.170078328, 181120.376279210,181120.425474879, 181245.343733827,181245.391461912, 181262.346016027,181262.395583840, 181272.321953607,181272.371707367, 181279.39941996,181279.87856443, 181285.191140613,181285.238711748, 181299.156985946,181299.202645960, 181311.711337248,181311.757597023, 181327.887972628,181327.935509494, 181328.816487138,181328.863170573, 181337.914075507,181337.962360498, 181348.309033350,181348.358287720, 181375.679090726,181375.731719002, 181430.956441934,181431.7813422, 181457.413490511
181457.467388842, 181460.684451742,181460.733428286, 181585.616286104,181585.662932378, 181602.463961628,181602.510010632, 181612.418829859,181612.469430248, 181619.150713443,181619.199614315, 181625.317214556,181625.365252601, 181639.282672788,181639.330804670, 181651.982703368,181652.31519803, 181665.309585657,181665.357109399, 181666.243778066,181666.291025763, 181675.362389477,181675.409939932, 181685.772674788,181685.820940985, 181694.687210547,181694.734704996, 181749.941133232,181749.993542825, 181776.378425445
181776.433066853, 181779.644924482,181779.694000009, 181904.583009910,181904.627419288, 181922.61098588,181922.109733741, 181932.39557578,181932.90639218, 181938.776844413,181938.821447061, 181944.927529524,181944.975220627, 181958.894492752,181958.941373151, 181971.621138529,181971.667376789, 181984.982687627,181985.29996016, 181985.925209780,181985.970884391, 181995.33344299,181995.78493969, 182005.428862630,182005.477263164, 182014.337078392,182014.384952931, 182069.555822103,182069.600796196, 182096.10745789
182096.64545396, 182099.426751204,182099.477123958, 182224.494574639,182224.542178710, 182241.317096931,182241.364270926, 182251.352704925,182251.402912555, 182258.65053285,182258.113400336, 182264.215822183,182264.261478659, 182278.237068409,182278.296448770, 182290.934697284,182290.982051502, 182304.371328300,182304.416972450, 182305.306176582,182305.354330583, 182314.425181001,182314.472496228, 182324.829584509,182324.877877701, 182333.751679823,182333.799824353, 182388.988527445,182389.41547098, 182415.441653843
182415.494769470, 182418.693019921,182418.742902404, 182543.576902525,182543.624656442, 182560.400946432,182560.449777326, 182570.456905594,182570.506467639, 182577.164316482,182577.212644645, 182583.322930228,182583.371141046, 182597.309053946,182597.357233167, 182609.922077157,182609.969441381, 182623.652516564,182623.700660935, 182624.593005298,182624.638430202, 182633.685142748,182633.732725569, 182644.156538802,182644.203796832, 182653.87410219,182653.135162704, 182708.381085995,182708.425900946, 182734.704537609
182734.758215669, 182737.999449178,182738.49734577, 182862.803107047,182862.850016888, 182879.609003796,182879.658834662, 182889.726096187,182889.771080777, 182896.440532113,182896.488316757, 182902.597133658,182902.645436096, 182916.622446030,182916.669424095, 182929.179371235,182929.227669668, 182942.513258560,182942.561932200, 182943.448386521,182943.496272963, 182952.598827411,182952.648231553, 182963.11804844,182963.59797684, 182971.901273254,182971.949576436, 183027.216916264,183027.268987739, 183053.662185321
183053.714868842, 183056.965531322,183057.27596360, 183181.854669084,183181.902449179, 183198.879760426,183198.929646438, 183208.861484880,183208.911312902, 183215.563160275,183215.607378599, 183221.716802582,183221.766873287, 183235.668478782,183235.716702473, 183248.210953374,183248.258185458, 183261.482645419,183261.538550871, 183262.420968573,183262.469087312, 183272.431599459,183272.495454570, 183282.868787068,183282.916818054, 183291.822490661,183291.871833007, 183347.110284717,183347.162334129, 183373.408508115
183373.461579942, 183376.731027167,183376.780497768, 183501.631166027,183501.678158414, 183518.862591531,183518.912466884, 183528.833133689,183528.882841441, 183535.552414132,183535.600764819, 183541.695238912,183541.742755947, 183555.700912339,183555.749169874, 183568.478636713,183568.538575842, 183581.840416162,183581.889172654, 183582.774598282,183582.822932038, 183591.889283290,183591.937832599, 183602.288580265,183602.335907251, 183611.207979127,183611.256500942, 183666.515595650,183666.568321344, 183692.939624937
183692.992910523, 183696.236841932,183696.285998229, 183821.152636981,183821.201099304, 183838.28340737,183838.78233980, 183848.596274659,183848.645187986, 183855.301358415,183855.348798591, 183861.461029679,183861.509629471, 183875.417124865,183875.465273329, 183890.71125423,183890.115530903, 183904.330418703,183904.377419865, 183905.254167964,183905.301894027, 183914.338706799,183914.387303514, 183924.806308758,183924.855234925, 183933.710872905,183933.760571805, 183988.951988793,183989.4423311, 184015.407290048
184015.461078306, 184018.748581176,184018.798086327, 184143.693009273,184143.739927993, 184160.482539013,184160.532350042, 184170.498540895,184170.547352662, 184177.229552284,184177.277364737, 184183.387658637,184183.435749900, 184197.357575261,184197.404919959, 184209.906715575,184209.954878698, 184223.300282247,184223.347570170, 184224.237935018,184224.285426438, 184233.355684392,184233.400532207, 184243.763099189,184243.807465771, 184253.346612000,184253.395159518, 184308.586458082,184308.640436613, 184335.73166232
184335.126369241, 184338.395837912,184338.448291225, 184463.307936655,184463.354701708, 184480.114531240,184480.163770811, 184490.78541939,184490.126710659, 184496.803312536,184496.852339732, 184502.958818421,184503.5989645, 184516.909268990,184516.958820586, 184529.450100386,184529.495230796, 184542.883454651,184542.943280855, 184543.833229340,184543.880987865, 184553.410985459,184553.459491207, 184563.814756263,184563.863908126, 184572.739978344,184572.786124797, 184627.914294573,184627.966319800, 184654.317511058
184654.370756524, 184657.654416938,184657.702381071, 184783.369966753,184783.415436054, 184800.166285890,184800.216319396, 184810.119986377,184810.169025549, 184816.930010354,184816.979052253, 184823.83470043,184823.131271569, 184837.55711708,184837.104335983, 184849.592955261,184849.640690109, 184862.984690774,184863.33626958, 184863.919044141,184863.966128842, 184873.12946683,184873.61791057, 184883.418230816,184883.463395598, 184892.329149469,184892.377737491, 184947.614123541,184947.666868894, 184974.61090542
184974.113016784, 184977.343531383,184977.392959116, 185102.148885794,185102.195406847, 185119.304965778,185119.354260776, 185129.280955779,185129.330167815, 185136.35077712,185136.84362947, 185142.211549118,185142.260574789, 185156.240769185,185156.288480966, 185168.777022701,185168.825477048, 185182.403665043,185182.452047643, 185183.351670008,185183.399201550, 185192.440293633,185192.489225223, 185202.831751228,185202.876349123, 185211.807330924,185211.857059351, 185267.60560692,185267.111611650, 185293.511419833
185293.566657668, 185296.823278870,185296.868996040, 185420.992648590,185421.39160861, 185437.782817220,185437.833032543, 185448.102139525,185448.151488692, 185454.905602909,185454.951492911, 185461.51324202,185461.99410168, 185474.998464714,185475.46136696, 185521.993304578,185522.43496565, 185535.338242242,185535.385326654, 185536.259801224,185536.307331505, 185545.373077608,185545.421467686, 185555.764423645,185555.811821339, 185564.688824588,185564.737117951, 185619.885016207,185619.937675875, 185646.342813258
185646.395691207, 185649.642142242,185649.691141322, 185774.766855982,185774.811157068, 185791.731430457,185791.780451583, 185801.720621068,185801.769730730, 185808.437349924,185808.487213105, 185814.579178662,185814.627327025, 185828.566923399,185828.614261671, 185841.214079838,185841.259122869, 185854.514359074,185854.559713714, 185855.442413642,185855.489771473, 185864.623042185,185864.674771051, 185875.119327209,185875.174081541, 185884.45329680,185884.94721535, 185939.303163239,185939.355409414, 185965.712758916
185965.765994561, 185969.7886489,185969.57782547, 186095.334488639,186095.381027653, 186112.141042190,186112.191288786, 186124.844395638,186124.894182429, 186131.570048667,186131.614030206, 186137.708340671,186137.754558051, 186151.635850435,186151.685070462, 186164.166226860,186164.211886069, 186177.592382212,186177.640646515, 186178.526030740,186178.570982427, 186187.641066633,186187.689377551, 186198.152394014,186198.200239060, 186207.79294316,186207.127775266, 186262.266629814,186262.319172621, 186288.679252218
186288.732784903, 186291.968637119,186292.18627828, 186416.835882196,186416.883253444, 186433.728679352,186433.777369415, 186443.678698904,186443.725103832, 186450.391399744,186450.440434180, 186456.564863198,186456.613326579, 186470.520362960,186470.581107067, 186483.107594204,186483.155835421, 186496.523575594,186496.570920848, 186497.464558949,186497.512527821, 186506.590233271,186506.634776050, 186517.7753018,186517.56929142, 186525.946526307,186525.997720140, 186581.171782694,186581.215916108, 186607.578838359
