cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
43652.696280683, 43656.34677539,43656.79048187, 43806.786865354,43806.833541552, 43859.644582560,43859.694079087, 43894.466143393,43894.515394871, 43907.495453322,43907.543303005, 43914.959940219,43915.6608764, 43953.223860633,43953.268524504, 44009.350690506,44009.397663400, 44043.220964202,44043.268487769, 44044.494817437,44044.542903868, 44054.565275139,44054.614049395, 44065.619815041,44065.663373133, 44106.417034002,44106.463632192, 44182.772555976,44182.824726131, 44216.134288177
44907.835551053, 44911.143477895,44911.192205906, 45061.839406814,45061.885790553, 45114.655555497,45114.705085592, 45149.440774329,45149.490243480, 45162.422270342,45162.468600599, 45169.907533591,45169.953431792, 45208.175575886,45208.223049862, 45264.369700839,45264.414566681, 45298.247806938,45298.295985216, 45299.512936279,45299.559487446, 45309.520737137,45309.568579641, 45320.318425181,45320.366594010, 45361.370120694,45361.415974057, 45437.793366379,45437.845424362, 45471.326056557
46189.127956655, 46192.378612538,46192.427888682, 46348.834476875,46348.881513521, 46401.702806344,46401.751795063, 46436.255795184,46436.304002938, 46449.329958131,46449.373760542, 46456.799898075,46456.843912154, 46495.75889631,46495.123672900, 46551.307941826,46551.354834671, 46585.163499177,46585.211126830, 46586.431614319,46586.478077356, 46596.384987448,46596.433646642, 46607.285619895,46607.332243064, 46648.306731177,46648.353843580, 46724.660364435,46724.711722537, 46758.197888566
47443.682970469, 47447.12954643,47447.61805825, 47597.644330495,47597.691483456, 47650.150923303,47650.199382242, 47684.921959667,47684.969115719, 47697.974666590,47698.23395797, 47705.485398920,47705.533431914, 47743.743365234,47743.790752531, 47799.926500038,47799.974519206, 47833.767381494,47833.815061110, 47835.43261396,47835.91312964, 47845.37279305,47845.86372513, 47855.797999490,47855.841793446, 47896.814484826,47896.862868024, 47973.227995405,47973.291383632, 48006.797987522
48692.391892284, 48695.655731169,48695.704264839, 48845.584667036,48845.630808186, 48899.372509131,48899.420760526, 48934.170804326,48934.219313665, 48947.172546354,48947.233508225, 48954.667203018,48954.713001552, 48992.955603589,48993.3588092, 49049.176793795,49049.235887727, 49083.16642910,49083.65349377, 49084.263370148,49084.326806470, 49094.309010796,49094.356972707, 49105.141058861,49105.188458063, 49146.190889926,49146.238156488, 49222.586686979,49222.639368675, 49256.123101017
49984.600750346, 49987.853568758,49987.901290806, 50138.515300082,50138.562770986, 50191.295388222,50191.344718277, 50226.103175446,50226.152825075, 50239.169936488,50239.215158246, 50246.635547029,50246.681997469, 50284.944264246,50284.991741095, 50341.85227596,50341.131969794, 50374.967553694,50375.15923312, 50376.251067298,50376.297811703, 50386.221057977,50386.269261454, 50397.129892023,50397.177372225, 50438.161200657,50438.208261848, 50514.194884517,50514.247466714, 50547.717035491
51238.585995406, 51241.829421204,51241.878403129, 51393.375989006,51393.423303499, 51446.741036455,51446.789736848, 51482.195866023,51482.245354984, 51495.484264569,51495.532478399, 51502.972786619,51503.20567430, 51541.291689893,51541.338875387, 51597.436381551,51597.483292870, 51631.299753254,51631.346329880, 51632.561171978,51632.608456982, 51642.575738199,51642.625281644, 51653.400554896,51653.461832931, 51695.202131431,51695.249768729, 51771.541809307,51771.586968860, 51805.119732117
52492.989344360, 52496.350800161,52496.399499882, 52647.319146844,52647.375197612, 52700.172363599,52700.218945505, 52734.942466737,52734.990610740, 52747.987760062,52748.33360629, 52755.477044175,52755.523995217, 52793.741386606,52793.788550827, 52849.872512265,52849.919481285, 52883.777107625,52883.824587192, 52885.31709556,52885.79860376, 52895.32583103,52895.81241884, 52906.115843718,52906.164804300, 52947.132997609,52947.181029245, 53023.457089896,53023.509032876, 53056.969038447
53774.280656076, 53777.513096778,53777.561364267, 53928.330990853,53928.390175851, 53981.197073075,53981.245489313, 54016.7547026,54016.58777648, 54029.27313756,54029.75009752, 54036.527757052,54036.574596645, 54074.792875945,54074.840197921, 54130.944866181,54130.992992489, 54164.807024120,54164.854622837, 54166.77262903,54166.122999634, 54176.152984944,54176.202003109, 54186.935849951,54186.984655990, 54227.967687872,54228.15606825, 54304.307304103,54304.359811283, 54337.859435216
55024.136511785, 55027.374279530,55027.420520721, 55178.5081550,55178.52616371, 55230.791007270,55230.840403588, 55265.628381440,55265.678583128, 55278.645922019,55278.693509308, 55286.133615895,55286.182549145, 55324.442876561,55324.487339871, 55380.655762041,55380.703716093, 55414.335840491,55414.383236739, 55415.591720830,55415.639269675, 55425.569146441,55425.617502738, 55436.363678787,55436.412589672, 55477.387352291,55477.435442366, 55553.680412822,55553.731663020, 55587.199241438
56277.881198357, 56281.171361307,56281.219629570, 56431.871921961,56431.917291727, 56484.676898455,56484.725172280, 56519.469520588,56519.517760472, 56532.494556758,56532.543271999, 56539.991649471,56540.40022332, 56578.263820038,56578.312301250, 56634.450710921,56634.517348636, 56668.360307250,56668.407682527, 56669.627676428,56669.676647904, 56679.624938121,56679.697672439, 56690.507867532,56690.555978890, 56731.579706498,56731.627987215, 56807.638360854,56807.690837295, 56841.199319501
57541.633183561, 57544.871419870,57544.919372277, 57695.615343454,57695.662684767, 57748.457728375,57748.505910627, 57783.275373817,57783.324405695, 57796.342211678,57796.389533194, 57803.851694167,57803.899587320, 57842.165421863,57842.213436699, 57898.369734299,57898.413138271, 57932.196955298,57932.243853036, 57933.462997713,57933.510385282, 57943.423657063,57943.471991375, 57954.203989421,57954.251913428, 57995.240345363,57995.288463269, 58071.251268902,58071.303810408, 58104.775211392
58793.727711713, 58797.1054571,58797.50550029, 58947.619339830,58947.667308863, 59000.171608835,59000.221132173, 59034.971017020,59035.19434541, 59048.3875917,59048.52422620, 59055.500842878,59055.548571265, 59093.791810191,59093.839291867, 59149.924550545,59149.971833434, 59183.759664921,59183.806097623, 59185.22155472,59185.67129188, 59195.14515752,59195.62919822, 59205.839176039,59205.886354903, 59246.886266845,59246.933900337, 59322.939202586,59322.990959994, 59356.515836173
60046.943260788, 60050.192926315,60050.242733954, 60201.45289054,60201.101101143, 60253.806321049,60253.855370140, 60288.580369031,60288.629012580, 60301.606815631,60301.655582424, 60309.136961540,60309.185489241, 60347.425962437,60347.474344227, 60403.472702544,60403.519430571, 60437.290145544,60437.337066824, 60438.575244461,60438.622344251, 60448.568499836,60448.617522258, 60459.383946519,60459.432630424, 60500.428321043,60500.476888618, 60576.787374541,60576.839960752, 60610.359369235
61296.226819517, 61299.530591477,61299.579704735, 61450.626687625,61450.673979437, 61503.456942432,61503.506181427, 61538.250573459,61538.299744697, 61551.276632248,61551.325256426, 61558.768848369,61558.815626629, 61597.37448123,61597.85099638, 61653.226626854,61653.275012849, 61687.99760906,61687.147129820, 61688.359449568,61688.406880111, 61698.282443045,61698.330729678, 61709.18881496,61709.67957321, 61750.76730138,61750.124669427, 61826.413091052,61826.465280748, 61859.948424277
62546.425009278, 62549.686565995,62549.735301200, 62700.267462848,62700.314392723, 62753.79583565,62753.129962735, 62787.893021669,62787.942184792, 62800.896977936,62800.944689662, 62808.360991442,62808.407574693, 62846.616492767,62846.663440322, 62902.851827527,62902.899418588, 62936.689075016,62936.736620254, 62937.955577176,62938.22778726, 62948.524639458,62948.573346318, 62959.292934390,62959.340561278, 63000.325044579,63000.372370980, 63076.649014684,63076.702069176, 63110.214945130
63797.877073782, 63801.162770248,63801.211307424, 63951.970049054,63952.14850550, 64004.776844050,64004.825105147, 64039.383362119,64039.433432123, 64052.407164881,64052.454943692, 64059.889740569,64059.935353015, 64098.169733745,64098.217333625, 64154.319645894,64154.367421387, 64188.164383467,64188.211849800, 64189.442203851,64189.488365833, 64199.464429631,64199.611758664, 64210.666257593,64210.715337237, 64251.651943784,64251.699124285, 64328.38798648,64328.91396613, 64361.600444398
65053.903185889, 65057.158239958,65057.201764344, 65207.966688263,65208.11366866, 65260.762666984,65260.812293889, 65295.563576202,65295.615412261, 65308.600876167,65308.649570700, 65316.105055760,65316.153317540, 65354.396751868,65354.444333658, 65410.250347853,65410.297669693, 65444.121586211,65444.169394269, 65445.379096061,65445.423698300, 65455.480339991,65455.528344969, 65466.268006611,65466.316364765, 65507.335251530,65507.383352159, 65583.766733880,65583.813283737, 65617.335117129
66322.943955510, 66326.682270716,66326.730941626, 66477.388635477,66477.435567593, 66530.230862424,66530.281125962, 66565.17059396,66565.67644154, 66577.986373377,66578.35287384, 66585.474083824,66585.521479516, 66623.760316602,66623.807359964, 66680.90990876,66680.135790196, 66714.698147694,66714.746658294, 66715.975079556,66716.23597047, 66725.933969401,66725.977781793, 66736.702151448,66736.748484534, 66777.699284500,66777.746517806, 66854.120991279,66854.172949179, 66887.659718555
67577.907542481, 67581.280947270,67581.328818671, 67731.916842015,67731.964515695, 67784.760687884,67784.808643401, 67819.550421603,67819.599030958, 67832.589008362,67832.636542163, 67840.51826346,67840.96494900, 67878.331310853,67878.391489244, 67934.528996258,67934.576509554, 67968.401025498,67968.446990949, 67969.665228033,67969.710941831, 67979.653720571,67979.701799639, 67990.432476106,67990.476348917, 68031.495023648,68031.543275575, 68107.900570445,68107.953432389, 68141.426938881
68828.468507811, 68831.761807224,68831.811436323, 68982.555558857,68982.602695881, 69035.354822436,69035.403299738, 69069.939559975,69069.989032254, 69082.974072419,69083.22791884, 69090.485470511,69090.531624384, 69128.795787536,69128.844200883, 69185.1291639,69185.49307807, 69218.859516959,69218.907456314, 69220.129175024,69220.177480349, 69230.468274067,69230.516569487, 69241.316914643,69241.378766567, 69282.375120243,69282.468676680, 69358.833909051,69358.885934293, 69392.385164382
70163.996692753, 70167.259727830,70167.304317863, 70318.16385514,70318.64491698, 70370.830896372,70370.877985298, 70405.644634434,70405.694544260, 70418.657943135,70418.706240632, 70426.133205989,70426.180739349, 70464.425389499,70464.473824726, 70520.588530004,70520.635909328, 70554.406975468,70554.451870804, 70555.659879218,70555.707640245, 70565.625427557,70565.691746081, 70576.751110461,70576.798556149, 70617.816870959,70617.865210508, 70694.231236988,70694.282763260, 70727.775015002
