cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
39245.175809376, 39248.106580538,39248.155878368, 39398.156435496,39398.203161665, 39451.111975406,39451.160923414, 39486.830640864,39486.879937885, 39499.887398888,39499.936388184, 39507.380953362,39507.427866788, 39545.689027658,39545.736650272, 39601.886896529,39601.933593895, 39635.759384842,39635.806636199, 39637.11672134,39637.60354978, 39646.736921141,39646.781476309, 39656.829288742,39656.877247833, 39697.859225955,39697.906446372, 39774.213162644,39774.265081242, 39807.750555250
40498.56431255, 40501.2696730,40501.61169448, 40651.755468949,40651.802175603, 40704.603628017,40704.652359818, 40739.406478793,40739.455182798, 40752.441799130,40752.487371082, 40759.912226250,40759.960446770, 40798.179118436,40798.249533085, 40854.522089601,40854.569746997, 40888.393269191,40888.440986546, 40889.644582084,40889.690842891, 40899.332307074,40899.381309678, 40909.411595801,40909.461165687, 40950.464401928,40950.511551485, 41026.830400561,41026.883100677, 41060.412970610
41747.364268545, 41750.321240954,41750.370234444, 41901.99348403,41901.146358748, 42041.856449556,42041.905108147, 42076.678607487,42076.727515385, 42089.691960930,42089.736873602, 42097.181925512,42097.226767753, 42135.450023149,42135.500433161, 42191.662851024,42191.711735981, 42225.517099865,42225.564584101, 42226.790844275,42226.838784523, 42236.515791539,42236.561082023, 42246.619782821,42246.664821711, 42287.613214501,42287.660206659, 42366.819023824,42366.871659213, 42401.661904457
43088.836974079, 43091.738528905,43091.786553512, 43242.529512510,43242.573696634, 43295.363410943,43295.412819813, 43330.118400054,43330.167831526, 43343.143941330,43343.192233499, 43350.759424383,43350.807887717, 43389.804347185,43389.852583866, 43446.807222123,43446.855379576, 43480.644510325,43480.691730950, 43481.907862334,43481.955209429, 43491.641403358,43491.690027020, 43501.727697138,43501.774493400, 43542.751040134,43542.798200241, 43619.72416798,43619.125503816, 43652.643232143
44344.649417951, 44347.632999605,44347.681294178, 44498.375700807,44498.432984188, 44551.258803268,44551.307264062, 44586.39728211,44586.89241669, 44599.70585423,44599.119082642, 44606.513483652,44606.558121248, 44644.831332301,44644.879379240, 44700.979343604,44701.27132363, 44734.703859246,44734.751617964, 44735.976973350,44736.24500585, 44745.678859795,44745.726803396, 44755.797027824,44755.844907591, 44797.914755038,44797.961991614, 44874.287082139,44874.331551854, 44907.783256061
45626.685763914, 45629.671960451,45629.720722714, 45780.499088178,45780.545488866, 45833.418178379,45833.466587043, 45868.205033673,45868.253816810, 45881.213956605,45881.258257050, 45888.696758558,45888.745368999, 45926.961181239,45927.8594872, 45983.151127850,45983.197415383, 46017.15169319,46017.62478095, 46018.294891328,46018.341793483, 46028.2731171,46028.50909962, 46038.85368036,46038.132795737, 46079.130608826,46079.178381867, 46155.560999004,46155.612353627, 46189.75755628
46881.347978864, 46884.251951840,46884.301077915, 47035.87327061,47035.134774976, 47087.871868360,47087.921087800, 47122.707901291,47122.757884510, 47135.732011775,47135.780976247, 47143.225762071,47143.273661873, 47181.471773833,47181.519552945, 47237.680008243,47237.725483995, 47271.497113977,47271.545293425, 47272.767796015,47272.815112838, 47282.539937408,47282.588558875, 47292.680508922,47292.726278361, 47333.693130173,47333.741162514, 47410.59330265,47410.111057031, 47443.631217678
48130.361869401, 48133.286752952,48133.334970410, 48284.35347611,48284.82307944, 48336.839600769,48336.888480314, 48371.638997274,48371.688391806, 48384.683225434,48384.731314411, 48392.173972245,48392.221762493, 48430.454587024,48430.503382757, 48486.622020968,48486.669343409, 48520.330570041,48520.377519355, 48521.582686594,48521.630956725, 48531.278562811,48531.326088877, 48541.393322882,48541.438097446, 48582.436709159,48582.483831294, 48658.828376623,48658.880498646, 48692.339165807
49421.863209390, 49424.806393530,49424.856010310, 49575.538847783,49575.586581628, 49628.339788710,49628.388415306, 49663.139614527,49663.189337268, 49676.128899966,49676.176723400, 49683.615973643,49683.663832896, 49721.897118020,49721.944626191, 49778.50160548,49778.98130598, 49811.891549191,49811.938978641, 49813.172411732,49813.219978330, 49822.986331037,49823.34545632, 49833.104940786,49833.149773775, 49874.591748842,49874.639067079, 49951.41240798,49951.93201573, 49984.548267994
50676.163185089, 50679.101002794,50679.159416890, 50829.806716695,50829.854293026, 50882.591913931,50882.639951159, 50917.360465351,50917.409920128, 50930.383964974,50930.432722766, 50937.873276998,50937.921205493, 50976.158916677,50976.207642426, 51031.999593153,51032.47990535, 51065.839774948,51065.884676503, 51067.115854416,51067.163363830, 51077.261189430,51077.309511640, 51087.368563300,51087.416040288, 51128.435727027,51128.480413561, 51204.987270700,51205.40586569, 51238.533035124
51929.96413190, 51932.33009779,51932.82656217, 52082.816754813,52082.864542703, 52135.634954131,52135.683804832, 52170.408241989,52170.457613445, 52183.441318495,52183.489288433, 52190.917030798,52190.962758678, 52229.220513172,52229.269113345, 52285.353881381,52285.401274461, 52319.196302435,52319.244309515, 52320.478667492,52320.525384821, 52330.283598098,52330.333246813, 52340.403096307,52340.451936617, 52381.469104551,52381.515167095, 52459.358338385,52459.410795780, 52492.936481428
53209.884987510, 53212.810254518,53212.859712980, 53365.697054813,53365.743691730, 53418.549300538,53418.597871495, 53453.312693442,53453.360342529, 53466.360457663,53466.408401921, 53473.834062129,53473.882367665, 53512.76623440,53512.123977463, 53568.276252983,53568.323530759, 53602.127671246,53602.174860845, 53603.401923264,53603.447246433, 53613.126705872,53613.176987933, 53623.236325811,53623.283441284, 53664.249028173,53664.295490633, 53740.679506273,53740.731188181, 53774.228901376
54461.781432487, 54464.722344349,54464.772995433, 54615.564531794,54615.611210585, 54668.368743810,54668.413877227, 54703.138450033,54703.187527668, 54716.168927422,54716.217384568, 54723.661243752,54723.707777614, 54761.920500368,54761.967916740, 54818.111772337,54818.159845092, 54851.974213114,54852.21623550, 54853.253301033,54853.299571569, 54862.988906147,54863.37370737, 54873.96425578,54873.143956621, 54914.159744074,54914.208686786, 54990.520389519,54990.574292519, 55024.85211699
55715.651845863, 55718.796668514,55718.845798017, 55869.533006518,55869.579862616, 55922.367209383,55922.413351328, 55956.945185669,55956.994603600, 55969.973794610,55970.21442361, 55977.456923222,55977.504520666, 56015.720408125,56015.769268624, 56071.946245119,56071.990163981, 56105.787121030,56105.835500992, 56107.48997243,56107.95153221, 56116.767380538,56116.815106540, 56126.847081224,56126.891227399, 56167.872440849,56167.919647025, 56244.317977240,56244.370430145, 56277.829625027
56978.786410684, 56981.764995318,56981.809268747, 57132.617016621,57132.663844420, 57185.407123434,57185.455482476, 57220.185144687,57220.234719666, 57233.228355545,57233.277186054, 57240.745241406,57240.792524305, 57279.48278836,57279.95644189, 57335.210902481,57335.257597585, 57369.40931527,57369.88406513, 57370.316337691,57370.364277435, 57380.141166538,57380.192660288, 57390.281788401,57390.330529336, 57431.316673709,57431.363465389, 57508.31364312,57508.85356666, 57541.579451100
58231.233468540, 58234.330465118,58234.379253491, 58385.173171137,58385.219651231, 58438.37487664,58438.85028695, 58472.845148247,58472.895384657, 58485.909606462,58485.958423986, 58493.399613019,58493.447014690, 58531.679256965,58531.728490887, 58587.850157347,58587.896513308, 58621.700979178,58621.748286269, 58622.957043893,58623.1608649, 58632.697094543,58632.746404755, 58642.797155229,58642.855869887, 58683.809351333,58683.857302026, 58760.169892889,58760.222037890, 58793.675030106
59484.641446258, 59487.551552194,59487.600781169, 59638.247126515,59638.294153727, 59691.54992292,59691.104289617, 59725.907722302,59725.957748283, 59738.913902099,59738.957354510, 59746.353087595,59746.400311021, 59784.616445692,59784.662666219, 59840.837952163,59840.885315951, 59874.643801445,59874.692391764, 59875.923488740,59875.971364145, 59885.674743888,59885.722762628, 59895.809441428,59895.857371860, 59936.836947177,59936.884734934, 60013.341129432,60013.395235904, 60046.890895193
60733.650773990, 60736.630762318,60736.681326333, 60887.642274524,60887.686439257, 60940.476298691,60940.525337785, 60975.278075038,60975.326171526, 60988.314594405,60988.363345744, 60995.814586807,60995.864562155, 61034.72520980,61034.120852483, 61090.287628714,61090.334614304, 61124.145075443,61124.190877895, 61125.395247210,61125.440989874, 61135.102868849,61135.151638435, 61145.179928195,61145.227930151, 61186.212729557,61186.260669900, 61262.608631040,61262.661242086, 61296.173240361
61983.897922301, 61986.842234874,61986.891320910, 62137.627850994,62137.672528577, 62190.462905043,62190.512501723, 62225.288377880,62225.337720897, 62238.308862342,62238.357524602, 62245.815825342,62245.860549240, 62284.200276916,62284.248320983, 62340.350484082,62340.398578548, 62374.221391899,62374.269401592, 62375.495638335,62375.543797038, 62385.266872573,62385.315760245, 62395.353085785,62395.400926926, 62436.415498040,62436.461917016, 62512.819992504,62512.872554009, 62546.371940887
63234.755472323, 63237.706056465,63237.755100348, 63389.324402588,63389.394138620, 63442.480920267,63442.529103044, 63477.113687977,63477.162461922, 63490.167836022,63490.215818518, 63497.654359963,63497.701489547, 63535.928432388,63535.976324239, 63592.140625376,63592.188292012, 63626.18735667,63626.67507897, 63627.270079300,63627.317287365, 63637.13819728,63637.63575142, 63647.126877352,63647.174368841, 63688.115821668,63688.162165610, 63764.496419476,63764.550017378, 63797.823848675
64486.297466810, 64489.270196704,64489.318345345, 64642.247016954,64642.294350173, 64695.87928446,64695.135481121, 64729.897006556,64729.947016476, 64744.318107971,64744.367575441, 64751.815979082,64751.861359731, 64790.950637696,64790.997896194, 64847.829620891,64847.876602301, 64881.659664959,64881.707719053, 64882.915415202,64882.962965180, 64892.693952885,64892.738866000, 64902.795991329,64902.844650148, 64943.867210519,64943.914800428, 65020.300368314,65020.351815341, 65053.851253454
65760.26081484, 65763.276348798,65763.325907328, 65914.88485273,65914.135642291, 65967.312438060,65967.361007321, 66002.100614753,66002.149975488, 66015.142542311,66015.190730540, 66022.620595055,66022.667945949, 66060.880954320,66060.927554325, 66117.5332412,66117.53396168, 66150.844542196,66150.892533459, 66152.106810172,66152.153099078, 66161.800526666,66161.848510437, 66171.894158511,66171.942896975, 66212.888919135,66212.937268407, 66289.325024427,66289.391671610, 66322.890685178
67014.389605143, 67017.298767584,67017.355657005, 67168.92550334,67168.140381177, 67220.836814653,67220.885535381, 67257.138669174,67257.274119646, 67270.267625254,67270.316217528, 67277.756344152,67277.802271528, 67316.13417828,67316.60998056, 67371.875710675,67371.922582483, 67405.702222570,67405.749459645, 67406.953322549,67407.6792356, 67416.801499900,67416.849922777, 67426.927590836,67426.975925155, 67467.946134385,67467.992663837, 67544.294685244,67544.347004317, 67577.855240415
68265.16465188, 68268.313066219,68268.362740764, 68419.263665409,68419.312369340, 68472.132531684,68472.180950596, 68506.901049592,68506.951360454, 68519.938032757,68519.982917855, 68527.405156810,68527.451731791, 68566.360717456,68566.409738987, 68622.574119925,68622.620561538, 68656.439568045,68656.485375824, 68657.691305426,68657.737553793, 68667.522095024,68667.570649619, 68677.595369228,68677.657460113, 68718.643863621,68718.701995952, 68795.28798395,68795.83032193, 68828.416653547
